place_name,place_address,lat,lng
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1665034,119.4491782
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1335850999999995,119.4197585
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1775752,119.4603626
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.173705399999999,119.40954959999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1250541,119.4090437
ALFAMART RUSA MAKASSAR,"Makassar City, South Sulawesi, Indonesia",-5.149810899999999,119.4217935
Alfamart Poros Nipa-Nipa,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1624837,119.5000972
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.162284199999999,119.42169489999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.127669,119.4284268
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1323625,119.41617629999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 411 3630971",-5.1499505,119.41947750000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1566209,119.4474663
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1313496999999995,119.4303329
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.176341799999999,119.4174171
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1236846,119.41532869999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1691337,119.45264549999999
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1258845,119.41820000000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1301942,119.40734160000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.17648,119.41426999999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1682653,119.4991345
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1588101,119.41351119999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1860181999999995,119.42459230000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1687568,119.4563793
Alfamart Hertasning Raya (R022),"Makassar City, South Sulawesi, Indonesia · +62 411 436574",-5.1629432,119.4446494
Alfamart,"Makassar City, South Sulawesi, Indonesia",-5.1633216,119.41961549999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.139204599999999,119.4931458
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1638231999999995,119.45177450000001
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.157817,119.42211300000001
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.136620199999999,119.41999329999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1448791,119.42939240000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1199812,119.41566239999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1582737,119.42081770000001
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1882375,119.4283175
Indomaret Haji Kalla,"Makassar City, South Sulawesi, Indonesia · +62 816-500-580",-5.1418726,119.45748709999998
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1596278,119.446918
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1221632,119.43922990000002
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 816-1733-4752",-5.1534396,119.41591919999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1870623,119.43190480000001
Alfamart M.Tahir,"Makassar City, South Sulawesi, Indonesia",-5.1763357999999995,119.41742450000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1589564,119.41087789999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.130811,119.42320819999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1811886,119.4278546
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.132568,119.4072851
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1392627,119.4397703
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1387078,119.47826850000001
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.139719899999999,119.42335020000002
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.182416,119.4457294
Alfamart,"Makassar City, South Sulawesi, Indonesia · In RS. Grestelina · +62 1 500 959",-5.163118,119.44523389999999
Alfamart Rappocini 3,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1597377,119.4351956
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1463227,119.41257840000002
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1320921,119.4280643
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1124843,119.4234005
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1688279,119.41770890000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1432399,119.44058330000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1656868,119.4595516
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.127106599999999,119.41853030000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 812-9466-9713",-5.164295699999999,119.469696
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.167892999999999,119.44771340000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.172428099999999,119.44873479999998
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1624947,119.4114575
Alfa Mart,"Makassar City, South Sulawesi, Indonesia · +62 852-2951-3301",-5.153764700000001,119.43329580000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1233224,119.42003389999998
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1233224,119.42003389999998
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1301337,119.42389929999999
Alfamart R049 Maccini Tengah,"Makassar City, South Sulawesi, Indonesia · +62 411 500959",-5.1396929,119.42994379999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1640245,119.45544539999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 21 1500959",-5.1774283,119.44302110000001
Alfamart R008 Sultan Alaudin,"Makassar City, South Sulawesi, Indonesia · +62 411 840664",-5.164355,119.4250996
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1367777,119.44165489999997
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.141596799999999,119.4352569
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1679508,119.49427499999997
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1557732,119.4196816
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1385197,119.4058671
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.145785,119.442369
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1533216,119.43887380000001
Alfamart,"Makassar City, South Sulawesi, Indonesia",-5.145965900000001,119.45225490000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1584224999999995,119.41929900000001
Alfamart R029 Gunung Merapi,"Makassar City, South Sulawesi, Indonesia · +62 411 500959",-5.139647999999999,119.41718290000001
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.148293,119.41741459999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.0850273999999995,119.52799069999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 411 446773",-5.155867799999999,119.4434512
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1597878,119.4592816
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1120982999999995,119.41937079999998
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1332403,119.5085604
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.2063643,119.3873981
Alfamart R020 Monginsidi,"Makassar City, South Sulawesi, Indonesia · +62 411 877328",-5.148916,119.420715
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 816-1713-2028",-5.1314706999999995,119.4132824
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.159857199999999,119.41682469999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.168816,119.4433165
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1187811,119.4278382
Alfamart R258 Veteran Utara 3,"Makassar City, South Sulawesi, Indonesia · +62 411 500959",-5.1382536,119.42293119999998
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1383675,119.40714050000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1701802,119.41227079999997
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1854261,119.4140419
Alfamart Tallo Lama,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1078974,119.44060449999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1204621,119.50458259999998
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1796492,119.40613180000001
Alfamart,"Makassar City, South Sulawesi, Indonesia",-5.185886099999999,119.45217389999999
Alfamart (1),"Makassar City, South Sulawesi, Indonesia",-5.1723536,119.42310300000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 815-1002-3516",-5.1320437,119.41646279999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 812-9466-9719",-5.1685723,119.47978510000002
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1189366,119.4358195
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.172285,119.423744
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1614713,119.4612459
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1579789,119.4529721
Alfamart Tamangapa Raya 4 (R265),"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1745665999999995,119.47873639999997
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1173589,119.43329189999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1736933,119.47993299999999
Alfamart Anging Mammiri,"Makassar City, South Sulawesi, Indonesia · In Anging Mammiri Residence · +62 1 500 959",-5.1776563,119.456545
Alfamart Mongisidi,"Makassar City, South Sulawesi, Indonesia · +62 411 857057",-5.1486811,119.4225355
ALFAMART TUPAI MANDALA,"Makassar City, South Sulawesi, Indonesia",-5.1582956,119.42082939999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1467418,119.44925679999999
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.0961134999999995,119.5123869
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1175654,119.41791449999998
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.147636599999999,119.4275249
Alfamart SPBU Toddopuli Raya Timur,"Makassar City, South Sulawesi, Indonesia · In SPBU Toddopuli · +62 1 500 959",-5.1619516,119.45861359999999
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.112541300000001,119.4250345
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1121554,119.4266531
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1870375,119.43183679999999
Alfa Mart,"Makassar City, South Sulawesi, Indonesia · +62 411 4667231",-5.1421867,119.4700726
Alfamart R047 BTN Antara,"Makassar City, South Sulawesi, Indonesia",-5.1413383,119.4793403
Alfamart R035 Mesjid Raya Goa,"Makassar City, South Sulawesi, Indonesia · +62 411 500959",-5.130205,119.422456
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1267968,119.43830979999998
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1597301,119.4592221
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.2106037,119.39473330000001
Alfamart R005 Cendrawasih,"Makassar City, South Sulawesi, Indonesia · +62 411 874287",-5.164818599999999,119.41232869999997
Alfamart Sat Raya Boulevard 24 Jam,"Makassar City, South Sulawesi, Indonesia",-5.1556459,119.4379093
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1314101,119.43030019999999
Sumber Alfaria Trijaya. PT (Alfamart),"Makassar City, South Sulawesi, Indonesia · +62 800 1234234",-5.1784135,119.4145371
Alfamart Pampang,"Makassar City, South Sulawesi, Indonesia",-5.1342652,119.4444174
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 411 583735",-5.0940277,119.47048860000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1479684,119.4610206
Alfamart Jl. Tarakan,"Makassar City, South Sulawesi, Indonesia",-5.1199259999999995,119.41534159999999
Grocery Store Alfamart Batara Ugi,"Makassar City, South Sulawesi, Indonesia · +62 822-1177-6776",-5.1111368,119.5252142
Alfamart Penghibur,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.141757999999999,119.40726020000001
Alfamart,"Makassar City, South Sulawesi, Indonesia · +62 1 500 959",-5.1278144,119.44134419999999
Alfamart Malubassi,"Makassar City, South Sulawesi, Indonesia",-5.1977367999999995,119.38654950000002
Alfamart Tamalate (R401),"Makassar City, South Sulawesi, Indonesia",-5.1692865999999995,119.44624609999998
Alfamart Tamangapa Manggala (R554),"Makassar City, South Sulawesi, Indonesia · +62 812-9551-9278",-5.1759753,119.48229289999998
Alfamart R515 Hrtm,"Makassar City, South Sulawesi, Indonesia · +62 821-9519-9006",-5.1689077,119.4496355
Alfamart Rappokalling Lr. Kita,"Makassar City, South Sulawesi, Indonesia",-5.1262325,119.43971
Alfamart Bumi Tamalanrea 5,"Maros Regency, South Sulawesi, Indonesia · +62 411 583735",-5.1381153,119.51746340000001
